ID,price
845,2314293.3689559754
1924,1018319.3372925625
10718,1202586.0100815366
12076,9084013.962545644
12254,1818667.4094962133
9950,3031287.424689606
1548,2513831.1655881023
526,1168438.84962476
6776,988251.4859301285
1851,1377554.1518665385
9188,1870898.0261525745
3382,3067787.4638300976
242,2452034.0049839937
6439,1848316.2807326596
1561,2618305.5527808503
5339,2389631.4054585774
7387,2432538.1629555356
11576,1866328.9772017878
5984,4835558.643016971
4486,1771421.703583756
2205,914217.6868435618
3468,1276094.6040428672
4226,2305593.0626349035
2088,2372877.3265224267
2118,2795171.6516586505
8036,1474024.2478659486
23,1246610.4423414825
1898,2006096.5780177074
6976,2369667.553132754
1465,3242827.198878903
2040,1459631.1230536113
482,1082164.798784862
5122,1901908.0203516583
3447,1164526.5310416517
12877,2396780.7895307997
3780,1372465.5427503476
1285,1622234.5455944485
9200,1986461.9843382305
921,3227558.792135477
3060,2690072.119968139
1082,1026462.6449264288
71,2008349.1580409992
4464,1780034.4760561695
4576,3515942.578014752
897,2965893.875777972
1756,913539.0697174172
8745,2446122.796705266
806,1524306.3398670824
803,1485658.4478484155
7613,1562696.4772239618
243,1340069.095339276
8135,1328010.738259396
1527,2125552.9564268272
2825,1272787.278741087
666,1067219.1428398876
12028,1518311.735589874
2308,2101720.934847955
11223,1479330.5485849506
1479,856217.0885200816
2057,2266514.573956057
2368,1113737.1321732965
7638,2597140.146532081
432,2276494.813082923
9800,1308392.0816863563
2140,3311116.743310266
837,1977382.5921334722
3227,1970862.8704779558
12412,2174680.3841782846
10267,1376677.391115277
3850,3473719.4757978944
382,4304929.32340208
1280,2336105.4624259328
2226,4632177.273409473
4166,3206986.2800388834
5208,2932070.1692910558
4513,1681045.9176278992
10814,3119652.612302496
3120,2803015.561046932
7915,1907860.2904164111
3513,2337986.4683138686
9041,1349557.1378399846
561,1289534.003011677
11041,2943082.045131517
2920,2721944.5497209663
2042,1008668.8315031219
10220,1824782.1599743129
11511,1743340.8332805121
8424,2886291.336095221
5801,2850953.3599863406
10746,1272356.9450188484
11018,1115073.1838833296
816,649593.6574328266
10413,1599836.48965872
4471,2929262.6226526676
1928,1972486.6492726686
323,1722247.0081611455
11548,3026299.8846163405
12564,2785019.239101537
5817,3384535.32305516
1030,1338585.0396578964
3888,1789350.0488973442
2427,1938866.321074278
5378,1747760.8976699407
3701,1648930.7954236283
4536,1557622.6904091958
