ID,price
845,2443842.689954341
1924,1117618.392656496
10718,1199260.4498313311
12076,6746247.394618065
12254,1931850.4575229008
9950,2904886.416431644
1548,2628080.3567169793
526,1180538.0016348222
6776,1085475.1017159831
1851,1395356.031107256
9188,1916618.5863055196
3382,2918975.5673151603
242,2612155.498628203
6439,1863583.0277022445
1561,2546451.1366437534
5339,2611453.333139658
7387,2442205.1358976895
11576,1820452.0116246908
5984,4773827.191681676
4486,1681126.1192475262
2205,1005310.102420104
3468,1397586.6733722715
4226,2438692.813034767
2088,2241653.112197443
2118,2816973.673971972
8036,1511568.2696639637
23,1219395.1983761666
1898,1968180.2900834612
6976,2309376.0759249167
1465,3274275.7579980255
2040,1476143.7551225503
482,1154214.779276904
5122,1915031.9349814234
3447,1093552.3909827836
12877,2399297.841781877
3780,1341735.2696369109
1285,1671560.0686107662
9200,2123161.746256508
921,2875824.4715014133
3060,2873450.2488209167
1082,1083165.4523803857
71,2093770.339172604
4464,1702953.4804557832
4576,3507871.258672423
897,2940719.376010466
1756,949448.4803300791
8745,2223783.4668515255
806,1459888.3153547593
803,1427959.7405410097
7613,1516722.125401059
243,1311425.0409880972
8135,1258600.8399743184
1527,2025935.4297354422
2825,1337222.644742316
666,1126079.996180455
12028,1534606.5841045787
2308,1945802.8248771832
11223,1533673.6027653601
1479,920460.019696094
2057,2304269.083882113
2368,1114086.492724336
7638,2647199.476299311
432,2104833.075463445
9800,1349588.4477045636
2140,3188203.5690929512
837,2148683.381791696
3227,2040198.2311036123
12412,2113502.81352935
10267,1399477.7444813442
3850,3174696.214994985
382,4232170.6328624105
1280,2384807.290419187
2226,4208988.196935033
4166,3372503.953729441
5208,2970171.652500666
4513,1766999.3091147742
10814,3317090.296731669
3120,2769098.8777600084
7915,2001207.164715693
3513,2175245.9195173676
9041,1334182.8213500546
561,1312646.365899639
11041,2785004.815448182
2920,2882206.0111192935
2042,1064446.364880722
10220,1687513.722274609
11511,1723050.9935337724
8424,2777698.740395065
5801,2792135.5176696805
